,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
10422,1999,589.0,4598.0,10.64,Hungary,Soybeans,23901
10423,1999,589.0,4598.0,10.64,Hungary,Wheat,35948
10424,2000,589.0,4151.0,11.69,Hungary,Maize,41790
10425,2000,589.0,4151.0,11.69,Hungary,Potatoes,184736
10426,2000,589.0,4151.0,11.69,Hungary,"Rice, paddy",34932
10427,2000,589.0,4151.0,11.69,Hungary,Sorghum,18647
10428,2000,589.0,4151.0,11.69,Hungary,Soybeans,13794
10429,2000,589.0,4151.0,11.69,Hungary,Wheat,36044
10430,2001,589.0,5458.0,10.47,Hungary,Maize,62456
10431,2001,589.0,5458.0,10.47,Hungary,Potatoes,250499
10432,2001,589.0,5458.0,10.47,Hungary,"Rice, paddy",32950
10433,2001,589.0,5458.0,10.47,Hungary,Sorghum,21232
10434,2001,589.0,5458.0,10.47,Hungary,Soybeans,20156
10435,2001,589.0,5458.0,10.47,Hungary,Wheat,43105
10436,2002,589.0,8231.5,11.43,Hungary,Maize,50762
10437,2002,589.0,8231.5,11.43,Hungary,Potatoes,221222
10438,2002,589.0,8231.5,11.43,Hungary,"Rice, paddy",46448
10439,2002,589.0,8231.5,11.43,Hungary,Sorghum,16792
10440,2002,589.0,8231.5,11.43,Hungary,Soybeans,22452
10441,2002,589.0,8231.5,11.43,Hungary,Wheat,35212
10442,2004,589.0,9940.5,10.37,Hungary,Maize,70012
10443,2004,589.0,9940.5,10.37,Hungary,Potatoes,253210
10444,2004,589.0,9940.5,10.37,Hungary,"Rice, paddy",34097
10445,2004,589.0,9940.5,10.37,Hungary,Sorghum,20336
10446,2004,589.0,9940.5,10.37,Hungary,Soybeans,23733
10447,2004,589.0,9940.5,10.37,Hungary,Wheat,51174
10448,2005,589.0,9676.0,10.05,Hungary,Maize,75571
10449,2005,589.0,9676.0,10.05,Hungary,Potatoes,258776
10450,2005,589.0,9676.0,10.05,Hungary,"Rice, paddy",35426
10451,2005,589.0,9676.0,10.05,Hungary,Sorghum,30642
10452,2005,589.0,9676.0,10.05,Hungary,Soybeans,23178
10453,2005,589.0,9676.0,10.05,Hungary,Wheat,45000
10454,2006,589.0,11523.0,10.67,Hungary,Maize,68165
10455,2006,589.0,11523.0,10.67,Hungary,Potatoes,249942
10456,2006,589.0,11523.0,10.67,Hungary,"Rice, paddy",32342
10457,2006,589.0,11523.0,10.67,Hungary,Sorghum,36059
10458,2006,589.0,11523.0,10.67,Hungary,Soybeans,23679
10459,2006,589.0,11523.0,10.67,Hungary,Wheat,40719
10460,2007,589.0,11178.0,11.82,Hungary,Maize,37327
10461,2007,589.0,11178.0,11.82,Hungary,Potatoes,221693
10462,2007,589.0,11178.0,11.82,Hungary,"Rice, paddy",37891
10463,2007,589.0,11178.0,11.82,Hungary,Sorghum,21290
10464,2007,589.0,11178.0,11.82,Hungary,Soybeans,16408
10465,2007,589.0,11178.0,11.82,Hungary,Wheat,35875
10466,2008,589.0,12084.0,11.55,Hungary,Maize,74653
10467,2008,589.0,12084.0,11.55,Hungary,Potatoes,269012
10468,2008,589.0,12084.0,11.55,Hungary,"Rice, paddy",39404
10469,2008,589.0,12084.0,11.55,Hungary,Sorghum,37808
10470,2008,589.0,12084.0,11.55,Hungary,Soybeans,26186
10471,2008,589.0,12084.0,11.55,Hungary,Wheat,50024
10472,2009,589.0,11144.0,11.48,Hungary,Maize,63945
10473,2009,589.0,11144.0,11.48,Hungary,Potatoes,251082
10474,2009,589.0,11144.0,11.48,Hungary,"Rice, paddy",43223
10475,2009,589.0,11144.0,11.48,Hungary,Sorghum,27160
10476,2009,589.0,11144.0,11.48,Hungary,Soybeans,23990
10477,2009,589.0,11144.0,11.48,Hungary,Wheat,38546
10478,2010,589.0,10299.5,10.35,Hungary,Maize,64745
10479,2010,589.0,10299.5,10.35,Hungary,Potatoes,217319
10480,2010,589.0,10299.5,10.35,Hungary,"Rice, paddy",29465
10481,2010,589.0,10299.5,10.35,Hungary,Sorghum,10263
10482,2010,589.0,10299.5,10.35,Hungary,Soybeans,22670
10483,2010,589.0,10299.5,10.35,Hungary,Wheat,37038
10484,2011,589.0,8473.26,10.92,Hungary,Maize,64976
10485,2011,589.0,8473.26,10.92,Hungary,Potatoes,285714
10486,2011,589.0,8473.26,10.92,Hungary,"Rice, paddy",32411
10487,2011,589.0,8473.26,10.92,Hungary,Sorghum,21952
10488,2011,589.0,8473.26,10.92,Hungary,Soybeans,23155
10489,2011,589.0,8473.26,10.92,Hungary,Wheat,41994
10490,2012,589.0,8141.17,11.31,Hungary,Maize,39979
10491,2012,589.0,8141.17,11.31,Hungary,Potatoes,218385
10492,2012,589.0,8141.17,11.31,Hungary,"Rice, paddy",38074
10493,2012,589.0,8141.17,11.31,Hungary,Sorghum,28081
10494,2012,589.0,8141.17,11.31,Hungary,Soybeans,16556
10495,2012,589.0,8141.17,11.31,Hungary,Wheat,37485
10496,2013,589.0,7744.5,12.44,Hungary,Maize,54373
10497,2013,589.0,7744.5,12.44,Hungary,Potatoes,232630
10498,2013,589.0,7744.5,12.44,Hungary,"Rice, paddy",32727
10499,2013,589.0,7744.5,12.44,Hungary,Sorghum,27111
10500,2013,589.0,7744.5,12.44,Hungary,Soybeans,18597
10501,2013,589.0,7744.5,12.44,Hungary,Wheat,46386
10502,1990,1083.0,75000.0,25.58,India,Cassava,205381
10503,1990,1083.0,75000.0,26.88,India,Cassava,205381
10504,1990,1083.0,75000.0,25.79,India,Cassava,205381
10505,1990,1083.0,75000.0,24.1,India,Cassava,205381
10506,1990,1083.0,75000.0,25.25,India,Cassava,205381
10507,1990,1083.0,75000.0,25.44,India,Cassava,205381
10508,1990,1083.0,75000.0,25.54,India,Cassava,205381
10509,1990,1083.0,75000.0,26.36,India,Cassava,205381
10510,1990,1083.0,75000.0,26.91,India,Cassava,205381
10511,1990,1083.0,75000.0,25.16,India,Cassava,205381
10512,1990,1083.0,75000.0,25.77,India,Cassava,205381
10513,1990,1083.0,75000.0,25.12,India,Cassava,205381
10515,1990,1083.0,75000.0,25.68,India,Cassava,205381
10518,1990,1083.0,75000.0,24.78,India,Cassava,205381
10519,1990,1083.0,75000.0,26.59,India,Cassava,205381
10520,1990,1083.0,75000.0,24.37,India,Cassava,205381
10521,1990,1083.0,75000.0,26.63,India,Cassava,205381
10523,1990,1083.0,75000.0,25.64,India,Cassava,205381
10524,1990,1083.0,75000.0,25.58,India,Maize,15178
10525,1990,1083.0,75000.0,26.88,India,Maize,15178
10526,1990,1083.0,75000.0,25.79,India,Maize,15178
10527,1990,1083.0,75000.0,24.1,India,Maize,15178
10528,1990,1083.0,75000.0,25.25,India,Maize,15178
10529,1990,1083.0,75000.0,25.44,India,Maize,15178
10530,1990,1083.0,75000.0,25.54,India,Maize,15178
10531,1990,1083.0,75000.0,26.36,India,Maize,15178
10532,1990,1083.0,75000.0,26.91,India,Maize,15178
10533,1990,1083.0,75000.0,25.16,India,Maize,15178
10534,1990,1083.0,75000.0,25.77,India,Maize,15178
10535,1990,1083.0,75000.0,25.12,India,Maize,15178
10537,1990,1083.0,75000.0,25.68,India,Maize,15178
10540,1990,1083.0,75000.0,24.78,India,Maize,15178
10541,1990,1083.0,75000.0,26.59,India,Maize,15178
10542,1990,1083.0,75000.0,24.37,India,Maize,15178
10543,1990,1083.0,75000.0,26.63,India,Maize,15178
10545,1990,1083.0,75000.0,25.64,India,Maize,15178
10546,1990,1083.0,75000.0,25.58,India,Potatoes,157136
10547,1990,1083.0,75000.0,26.88,India,Potatoes,157136
10548,1990,1083.0,75000.0,25.79,India,Potatoes,157136
10549,1990,1083.0,75000.0,24.1,India,Potatoes,157136
10550,1990,1083.0,75000.0,25.25,India,Potatoes,157136
10551,1990,1083.0,75000.0,25.44,India,Potatoes,157136
10552,1990,1083.0,75000.0,25.54,India,Potatoes,157136
10553,1990,1083.0,75000.0,26.36,India,Potatoes,157136
10554,1990,1083.0,75000.0,26.91,India,Potatoes,157136
10555,1990,1083.0,75000.0,25.16,India,Potatoes,157136
10556,1990,1083.0,75000.0,25.77,India,Potatoes,157136
10557,1990,1083.0,75000.0,25.12,India,Potatoes,157136
10559,1990,1083.0,75000.0,25.68,India,Potatoes,157136
10562,1990,1083.0,75000.0,24.78,India,Potatoes,157136
10563,1990,1083.0,75000.0,26.59,India,Potatoes,157136
10564,1990,1083.0,75000.0,24.37,India,Potatoes,157136
10565,1990,1083.0,75000.0,26.63,India,Potatoes,157136
10567,1990,1083.0,75000.0,25.64,India,Potatoes,157136
10568,1990,1083.0,75000.0,25.58,India,"Rice, paddy",26125
10569,1990,1083.0,75000.0,26.88,India,"Rice, paddy",26125
10570,1990,1083.0,75000.0,25.79,India,"Rice, paddy",26125
10571,1990,1083.0,75000.0,24.1,India,"Rice, paddy",26125
10572,1990,1083.0,75000.0,25.25,India,"Rice, paddy",26125
10573,1990,1083.0,75000.0,25.44,India,"Rice, paddy",26125
10574,1990,1083.0,75000.0,25.54,India,"Rice, paddy",26125
10575,1990,1083.0,75000.0,26.36,India,"Rice, paddy",26125
10576,1990,1083.0,75000.0,26.91,India,"Rice, paddy",26125
10577,1990,1083.0,75000.0,25.16,India,"Rice, paddy",26125
10578,1990,1083.0,75000.0,25.77,India,"Rice, paddy",26125
10579,1990,1083.0,75000.0,25.12,India,"Rice, paddy",26125
10581,1990,1083.0,75000.0,25.68,India,"Rice, paddy",26125
10584,1990,1083.0,75000.0,24.78,India,"Rice, paddy",26125
10585,1990,1083.0,75000.0,26.59,India,"Rice, paddy",26125
10586,1990,1083.0,75000.0,24.37,India,"Rice, paddy",26125
10587,1990,1083.0,75000.0,26.63,India,"Rice, paddy",26125
10589,1990,1083.0,75000.0,25.64,India,"Rice, paddy",26125
10590,1990,1083.0,75000.0,25.58,India,Sorghum,8136
10591,1990,1083.0,75000.0,26.88,India,Sorghum,8136
10592,1990,1083.0,75000.0,25.79,India,Sorghum,8136
10593,1990,1083.0,75000.0,24.1,India,Sorghum,8136
10594,1990,1083.0,75000.0,25.25,India,Sorghum,8136
10595,1990,1083.0,75000.0,25.44,India,Sorghum,8136
10596,1990,1083.0,75000.0,25.54,India,Sorghum,8136
10597,1990,1083.0,75000.0,26.36,India,Sorghum,8136
10598,1990,1083.0,75000.0,26.91,India,Sorghum,8136
10599,1990,1083.0,75000.0,25.16,India,Sorghum,8136
10600,1990,1083.0,75000.0,25.77,India,Sorghum,8136
10601,1990,1083.0,75000.0,25.12,India,Sorghum,8136
10603,1990,1083.0,75000.0,25.68,India,Sorghum,8136
10606,1990,1083.0,75000.0,24.78,India,Sorghum,8136
10607,1990,1083.0,75000.0,26.59,India,Sorghum,8136
10608,1990,1083.0,75000.0,24.37,India,Sorghum,8136
10609,1990,1083.0,75000.0,26.63,India,Sorghum,8136
10611,1990,1083.0,75000.0,25.64,India,Sorghum,8136
10612,1990,1083.0,75000.0,25.58,India,Soybeans,10145
10613,1990,1083.0,75000.0,26.88,India,Soybeans,10145
10614,1990,1083.0,75000.0,25.79,India,Soybeans,10145
10615,1990,1083.0,75000.0,24.1,India,Soybeans,10145
10616,1990,1083.0,75000.0,25.25,India,Soybeans,10145
10617,1990,1083.0,75000.0,25.44,India,Soybeans,10145
10618,1990,1083.0,75000.0,25.54,India,Soybeans,10145
10619,1990,1083.0,75000.0,26.36,India,Soybeans,10145
10620,1990,1083.0,75000.0,26.91,India,Soybeans,10145
10621,1990,1083.0,75000.0,25.16,India,Soybeans,10145
10622,1990,1083.0,75000.0,25.77,India,Soybeans,10145
10623,1990,1083.0,75000.0,25.12,India,Soybeans,10145
10625,1990,1083.0,75000.0,25.68,India,Soybeans,10145
10628,1990,1083.0,75000.0,24.78,India,Soybeans,10145
10629,1990,1083.0,75000.0,26.59,India,Soybeans,10145
10630,1990,1083.0,75000.0,24.37,India,Soybeans,10145
10631,1990,1083.0,75000.0,26.63,India,Soybeans,10145
10633,1990,1083.0,75000.0,25.64,India,Soybeans,10145
10634,1990,1083.0,75000.0,25.58,India,Sweet potatoes,79663
10635,1990,1083.0,75000.0,26.88,India,Sweet potatoes,79663
10636,1990,1083.0,75000.0,25.79,India,Sweet potatoes,79663
10637,1990,1083.0,75000.0,24.1,India,Sweet potatoes,79663
10638,1990,1083.0,75000.0,25.25,India,Sweet potatoes,79663
10639,1990,1083.0,75000.0,25.44,India,Sweet potatoes,79663
10640,1990,1083.0,75000.0,25.54,India,Sweet potatoes,79663
10641,1990,1083.0,75000.0,26.36,India,Sweet potatoes,79663
10642,1990,1083.0,75000.0,26.91,India,Sweet potatoes,79663
10643,1990,1083.0,75000.0,25.16,India,Sweet potatoes,79663
10644,1990,1083.0,75000.0,25.77,India,Sweet potatoes,79663
10645,1990,1083.0,75000.0,25.12,India,Sweet potatoes,79663
10647,1990,1083.0,75000.0,25.68,India,Sweet potatoes,79663
10650,1990,1083.0,75000.0,24.78,India,Sweet potatoes,79663
10651,1990,1083.0,75000.0,26.59,India,Sweet potatoes,79663
10652,1990,1083.0,75000.0,24.37,India,Sweet potatoes,79663
10653,1990,1083.0,75000.0,26.63,India,Sweet potatoes,79663
10655,1990,1083.0,75000.0,25.64,India,Sweet potatoes,79663
10656,1990,1083.0,75000.0,25.58,India,Wheat,21211
10657,1990,1083.0,75000.0,26.88,India,Wheat,21211
10658,1990,1083.0,75000.0,25.79,India,Wheat,21211
10659,1990,1083.0,75000.0,24.1,India,Wheat,21211
10660,1990,1083.0,75000.0,25.25,India,Wheat,21211
10661,1990,1083.0,75000.0,25.44,India,Wheat,21211
10662,1990,1083.0,75000.0,25.54,India,Wheat,21211
10663,1990,1083.0,75000.0,26.36,India,Wheat,21211
10664,1990,1083.0,75000.0,26.91,India,Wheat,21211
10665,1990,1083.0,75000.0,25.16,India,Wheat,21211
10666,1990,1083.0,75000.0,25.77,India,Wheat,21211
10667,1990,1083.0,75000.0,25.12,India,Wheat,21211
10669,1990,1083.0,75000.0,25.68,India,Wheat,21211
10672,1990,1083.0,75000.0,24.78,India,Wheat,21211
10673,1990,1083.0,75000.0,26.59,India,Wheat,21211
10674,1990,1083.0,75000.0,24.37,India,Wheat,21211
10675,1990,1083.0,75000.0,26.63,India,Wheat,21211
10677,1990,1083.0,75000.0,25.64,India,Wheat,21211
10678,1991,1083.0,72133.0,25.85,India,Cassava,218925
10679,1991,1083.0,72133.0,26.9,India,Cassava,218925
10680,1991,1083.0,72133.0,25.96,India,Cassava,218925
10681,1991,1083.0,72133.0,23.77,India,Cassava,218925
10682,1991,1083.0,72133.0,25.49,India,Cassava,218925
10683,1991,1083.0,72133.0,25.82,India,Cassava,218925
10684,1991,1083.0,72133.0,25.74,India,Cassava,218925
10685,1991,1083.0,72133.0,26.54,India,Cassava,218925
10686,1991,1083.0,72133.0,27.35,India,Cassava,218925
10687,1991,1083.0,72133.0,25.4,India,Cassava,218925
10688,1991,1083.0,72133.0,25.99,India,Cassava,218925
10689,1991,1083.0,72133.0,25.32,India,Cassava,218925
10691,1991,1083.0,72133.0,26.2,India,Cassava,218925
10693,1991,1083.0,72133.0,25.55,India,Cassava,218925
10694,1991,1083.0,72133.0,25.06,India,Cassava,218925
10695,1991,1083.0,72133.0,26.34,India,Cassava,218925
10696,1991,1083.0,72133.0,24.62,India,Cassava,218925
10697,1991,1083.0,72133.0,26.7,India,Cassava,218925
10700,1991,1083.0,72133.0,25.85,India,Maize,13763
10701,1991,1083.0,72133.0,26.9,India,Maize,13763
10702,1991,1083.0,72133.0,25.96,India,Maize,13763
10703,1991,1083.0,72133.0,23.77,India,Maize,13763
10704,1991,1083.0,72133.0,25.49,India,Maize,13763
10705,1991,1083.0,72133.0,25.82,India,Maize,13763
10706,1991,1083.0,72133.0,25.74,India,Maize,13763
10707,1991,1083.0,72133.0,26.54,India,Maize,13763
10708,1991,1083.0,72133.0,27.35,India,Maize,13763
10709,1991,1083.0,72133.0,25.4,India,Maize,13763
10710,1991,1083.0,72133.0,25.99,India,Maize,13763
10711,1991,1083.0,72133.0,25.32,India,Maize,13763
10713,1991,1083.0,72133.0,26.2,India,Maize,13763
10715,1991,1083.0,72133.0,25.55,India,Maize,13763
10716,1991,1083.0,72133.0,25.06,India,Maize,13763
10717,1991,1083.0,72133.0,26.34,India,Maize,13763
10718,1991,1083.0,72133.0,24.62,India,Maize,13763
10719,1991,1083.0,72133.0,26.7,India,Maize,13763
10722,1991,1083.0,72133.0,25.85,India,Potatoes,162540
10723,1991,1083.0,72133.0,26.9,India,Potatoes,162540
10724,1991,1083.0,72133.0,25.96,India,Potatoes,162540
10725,1991,1083.0,72133.0,23.77,India,Potatoes,162540
10726,1991,1083.0,72133.0,25.49,India,Potatoes,162540
10727,1991,1083.0,72133.0,25.82,India,Potatoes,162540
10728,1991,1083.0,72133.0,25.74,India,Potatoes,162540
10729,1991,1083.0,72133.0,26.54,India,Potatoes,162540
10730,1991,1083.0,72133.0,27.35,India,Potatoes,162540
10731,1991,1083.0,72133.0,25.4,India,Potatoes,162540
10732,1991,1083.0,72133.0,25.99,India,Potatoes,162540
10733,1991,1083.0,72133.0,25.32,India,Potatoes,162540
10735,1991,1083.0,72133.0,26.2,India,Potatoes,162540
10737,1991,1083.0,72133.0,25.55,India,Potatoes,162540
10738,1991,1083.0,72133.0,25.06,India,Potatoes,162540
10739,1991,1083.0,72133.0,26.34,India,Potatoes,162540
10740,1991,1083.0,72133.0,24.62,India,Potatoes,162540
10741,1991,1083.0,72133.0,26.7,India,Potatoes,162540
10744,1991,1083.0,72133.0,25.85,India,"Rice, paddy",26271
10745,1991,1083.0,72133.0,26.9,India,"Rice, paddy",26271
10746,1991,1083.0,72133.0,25.96,India,"Rice, paddy",26271
10747,1991,1083.0,72133.0,23.77,India,"Rice, paddy",26271
10748,1991,1083.0,72133.0,25.49,India,"Rice, paddy",26271
10749,1991,1083.0,72133.0,25.82,India,"Rice, paddy",26271
10750,1991,1083.0,72133.0,25.74,India,"Rice, paddy",26271
10751,1991,1083.0,72133.0,26.54,India,"Rice, paddy",26271
10752,1991,1083.0,72133.0,27.35,India,"Rice, paddy",26271
10753,1991,1083.0,72133.0,25.4,India,"Rice, paddy",26271
10754,1991,1083.0,72133.0,25.99,India,"Rice, paddy",26271
10755,1991,1083.0,72133.0,25.32,India,"Rice, paddy",26271
10757,1991,1083.0,72133.0,26.2,India,"Rice, paddy",26271
10759,1991,1083.0,72133.0,25.55,India,"Rice, paddy",26271
10760,1991,1083.0,72133.0,25.06,India,"Rice, paddy",26271
10761,1991,1083.0,72133.0,26.34,India,"Rice, paddy",26271
10762,1991,1083.0,72133.0,24.62,India,"Rice, paddy",26271
10763,1991,1083.0,72133.0,26.7,India,"Rice, paddy",26271
10766,1991,1083.0,72133.0,25.85,India,Sorghum,6553
10767,1991,1083.0,72133.0,26.9,India,Sorghum,6553
10768,1991,1083.0,72133.0,25.96,India,Sorghum,6553
10769,1991,1083.0,72133.0,23.77,India,Sorghum,6553
10770,1991,1083.0,72133.0,25.49,India,Sorghum,6553
10771,1991,1083.0,72133.0,25.82,India,Sorghum,6553
10772,1991,1083.0,72133.0,25.74,India,Sorghum,6553
10773,1991,1083.0,72133.0,26.54,India,Sorghum,6553
10774,1991,1083.0,72133.0,27.35,India,Sorghum,6553
10775,1991,1083.0,72133.0,25.4,India,Sorghum,6553
10776,1991,1083.0,72133.0,25.99,India,Sorghum,6553
10777,1991,1083.0,72133.0,25.32,India,Sorghum,6553
10779,1991,1083.0,72133.0,26.2,India,Sorghum,6553
10781,1991,1083.0,72133.0,25.55,India,Sorghum,6553
10782,1991,1083.0,72133.0,25.06,India,Sorghum,6553
10783,1991,1083.0,72133.0,26.34,India,Sorghum,6553
10784,1991,1083.0,72133.0,24.62,India,Sorghum,6553
10785,1991,1083.0,72133.0,26.7,India,Sorghum,6553
10788,1991,1083.0,72133.0,25.85,India,Soybeans,7825
10789,1991,1083.0,72133.0,26.9,India,Soybeans,7825
10790,1991,1083.0,72133.0,25.96,India,Soybeans,7825
10791,1991,1083.0,72133.0,23.77,India,Soybeans,7825
10792,1991,1083.0,72133.0,25.49,India,Soybeans,7825
10793,1991,1083.0,72133.0,25.82,India,Soybeans,7825
10794,1991,1083.0,72133.0,25.74,India,Soybeans,7825
10795,1991,1083.0,72133.0,26.54,India,Soybeans,7825
10796,1991,1083.0,72133.0,27.35,India,Soybeans,7825
10797,1991,1083.0,72133.0,25.4,India,Soybeans,7825
10798,1991,1083.0,72133.0,25.99,India,Soybeans,7825
10799,1991,1083.0,72133.0,25.32,India,Soybeans,7825
10801,1991,1083.0,72133.0,26.2,India,Soybeans,7825
10803,1991,1083.0,72133.0,25.55,India,Soybeans,7825
10804,1991,1083.0,72133.0,25.06,India,Soybeans,7825
10805,1991,1083.0,72133.0,26.34,India,Soybeans,7825
10806,1991,1083.0,72133.0,24.62,India,Soybeans,7825
10807,1991,1083.0,72133.0,26.7,India,Soybeans,7825
10810,1991,1083.0,72133.0,25.85,India,Sweet potatoes,83453
10811,1991,1083.0,72133.0,26.9,India,Sweet potatoes,83453
10812,1991,1083.0,72133.0,25.96,India,Sweet potatoes,83453
10813,1991,1083.0,72133.0,23.77,India,Sweet potatoes,83453
10814,1991,1083.0,72133.0,25.49,India,Sweet potatoes,83453
10815,1991,1083.0,72133.0,25.82,India,Sweet potatoes,83453
10816,1991,1083.0,72133.0,25.74,India,Sweet potatoes,83453
10817,1991,1083.0,72133.0,26.54,India,Sweet potatoes,83453
10818,1991,1083.0,72133.0,27.35,India,Sweet potatoes,83453
10819,1991,1083.0,72133.0,25.4,India,Sweet potatoes,83453
10820,1991,1083.0,72133.0,25.99,India,Sweet potatoes,83453
10821,1991,1083.0,72133.0,25.32,India,Sweet potatoes,83453
10823,1991,1083.0,72133.0,26.2,India,Sweet potatoes,83453
10825,1991,1083.0,72133.0,25.55,India,Sweet potatoes,83453
10826,1991,1083.0,72133.0,25.06,India,Sweet potatoes,83453
10827,1991,1083.0,72133.0,26.34,India,Sweet potatoes,83453
10828,1991,1083.0,72133.0,24.62,India,Sweet potatoes,83453
10829,1991,1083.0,72133.0,26.7,India,Sweet potatoes,83453
10832,1991,1083.0,72133.0,25.85,India,Wheat,22814
10833,1991,1083.0,72133.0,26.9,India,Wheat,22814
10834,1991,1083.0,72133.0,25.96,India,Wheat,22814
10835,1991,1083.0,72133.0,23.77,India,Wheat,22814
10836,1991,1083.0,72133.0,25.49,India,Wheat,22814
10837,1991,1083.0,72133.0,25.82,India,Wheat,22814
10838,1991,1083.0,72133.0,25.74,India,Wheat,22814
10839,1991,1083.0,72133.0,26.54,India,Wheat,22814
10840,1991,1083.0,72133.0,27.35,India,Wheat,22814
10841,1991,1083.0,72133.0,25.4,India,Wheat,22814
10842,1991,1083.0,72133.0,25.99,India,Wheat,22814
10843,1991,1083.0,72133.0,25.32,India,Wheat,22814
10845,1991,1083.0,72133.0,26.2,India,Wheat,22814
10847,1991,1083.0,72133.0,25.55,India,Wheat,22814
10848,1991,1083.0,72133.0,25.06,India,Wheat,22814
10849,1991,1083.0,72133.0,26.34,India,Wheat,22814
10850,1991,1083.0,72133.0,24.62,India,Wheat,22814
10851,1991,1083.0,72133.0,26.7,India,Wheat,22814
10854,1992,1083.0,70791.0,25.69,India,Cassava,232463
10855,1992,1083.0,70791.0,26.82,India,Cassava,232463
10856,1992,1083.0,70791.0,26.09,India,Cassava,232463
10857,1992,1083.0,70791.0,23.79,India,Cassava,232463
10858,1992,1083.0,70791.0,25.16,India,Cassava,232463
10859,1992,1083.0,70791.0,25.91,India,Cassava,232463
10860,1992,1083.0,70791.0,25.52,India,Cassava,232463
10861,1992,1083.0,70791.0,26.41,India,Cassava,232463
10862,1992,1083.0,70791.0,27.24,India,Cassava,232463
10863,1992,1083.0,70791.0,25.41,India,Cassava,232463
10864,1992,1083.0,70791.0,25.73,India,Cassava,232463
10865,1992,1083.0,70791.0,25.27,India,Cassava,232463
10867,1992,1083.0,70791.0,26.32,India,Cassava,232463
10869,1992,1083.0,70791.0,25.58,India,Cassava,232463
10870,1992,1083.0,70791.0,25.14,India,Cassava,232463
10871,1992,1083.0,70791.0,26.37,India,Cassava,232463
10872,1992,1083.0,70791.0,24.62,India,Cassava,232463
10873,1992,1083.0,70791.0,26.78,India,Cassava,232463
10875,1992,1083.0,70791.0,25.89,India,Cassava,232463
10876,1992,1083.0,70791.0,25.69,India,Maize,16758
10877,1992,1083.0,70791.0,26.82,India,Maize,16758
10878,1992,1083.0,70791.0,26.09,India,Maize,16758
10879,1992,1083.0,70791.0,23.79,India,Maize,16758
10880,1992,1083.0,70791.0,25.16,India,Maize,16758
10881,1992,1083.0,70791.0,25.91,India,Maize,16758
10882,1992,1083.0,70791.0,25.52,India,Maize,16758
10883,1992,1083.0,70791.0,26.41,India,Maize,16758
10884,1992,1083.0,70791.0,27.24,India,Maize,16758
10885,1992,1083.0,70791.0,25.41,India,Maize,16758
10886,1992,1083.0,70791.0,25.73,India,Maize,16758
10887,1992,1083.0,70791.0,25.27,India,Maize,16758
10889,1992,1083.0,70791.0,26.32,India,Maize,16758
10891,1992,1083.0,70791.0,25.58,India,Maize,16758
10892,1992,1083.0,70791.0,25.14,India,Maize,16758
10893,1992,1083.0,70791.0,26.37,India,Maize,16758
10894,1992,1083.0,70791.0,24.62,India,Maize,16758
10895,1992,1083.0,70791.0,26.78,India,Maize,16758
10897,1992,1083.0,70791.0,25.89,India,Maize,16758
10898,1992,1083.0,70791.0,25.69,India,Potatoes,160294
10899,1992,1083.0,70791.0,26.82,India,Potatoes,160294
10900,1992,1083.0,70791.0,26.09,India,Potatoes,160294
10901,1992,1083.0,70791.0,23.79,India,Potatoes,160294
10902,1992,1083.0,70791.0,25.16,India,Potatoes,160294
10903,1992,1083.0,70791.0,25.91,India,Potatoes,160294
10904,1992,1083.0,70791.0,25.52,India,Potatoes,160294
10905,1992,1083.0,70791.0,26.41,India,Potatoes,160294
10906,1992,1083.0,70791.0,27.24,India,Potatoes,160294
10907,1992,1083.0,70791.0,25.41,India,Potatoes,160294
10908,1992,1083.0,70791.0,25.73,India,Potatoes,160294
10909,1992,1083.0,70791.0,25.27,India,Potatoes,160294
10911,1992,1083.0,70791.0,26.32,India,Potatoes,160294
10913,1992,1083.0,70791.0,25.58,India,Potatoes,160294
10914,1992,1083.0,70791.0,25.14,India,Potatoes,160294
10915,1992,1083.0,70791.0,26.37,India,Potatoes,160294
10916,1992,1083.0,70791.0,24.62,India,Potatoes,160294
10917,1992,1083.0,70791.0,26.78,India,Potatoes,160294
10919,1992,1083.0,70791.0,25.89,India,Potatoes,160294
10920,1992,1083.0,70791.0,25.69,India,"Rice, paddy",26092
10921,1992,1083.0,70791.0,26.82,India,"Rice, paddy",26092
10922,1992,1083.0,70791.0,26.09,India,"Rice, paddy",26092
10923,1992,1083.0,70791.0,23.79,India,"Rice, paddy",26092
10924,1992,1083.0,70791.0,25.16,India,"Rice, paddy",26092
10925,1992,1083.0,70791.0,25.91,India,"Rice, paddy",26092
10926,1992,1083.0,70791.0,25.52,India,"Rice, paddy",26092
10927,1992,1083.0,70791.0,26.41,India,"Rice, paddy",26092
10928,1992,1083.0,70791.0,27.24,India,"Rice, paddy",26092
10929,1992,1083.0,70791.0,25.41,India,"Rice, paddy",26092
10930,1992,1083.0,70791.0,25.73,India,"Rice, paddy",26092
10931,1992,1083.0,70791.0,25.27,India,"Rice, paddy",26092
10933,1992,1083.0,70791.0,26.32,India,"Rice, paddy",26092
10935,1992,1083.0,70791.0,25.58,India,"Rice, paddy",26092
10936,1992,1083.0,70791.0,25.14,India,"Rice, paddy",26092
10937,1992,1083.0,70791.0,26.37,India,"Rice, paddy",26092
10938,1992,1083.0,70791.0,24.62,India,"Rice, paddy",26092
